Index	Sequence	PathDelay	LogicDelay	NetDelay	LUTsLogic	RegsFF	RegsLatch
347	&scorr;&sweep;;&dc2;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2064	605	9
348	&scorr;&sweep;;&syn2;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.594	8.681(64%)	4.913(36%)	2018	605	9
349	&scorr;&sweep;;&syn2;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	14.029	8.889(64%)	5.140(36%)	2056	605	9
350	&scorr;&sweep;;&syn2;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.673	10.037(74%)	3.636(26%)	2042	605	9
351	&scorr;&sweep;;&syn3;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2024	605	9
352	&scorr;&sweep;;&syn3;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2062	605	9
353	&scorr;&sweep;;&syn3;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	2068	605	9
354	&scorr;&sweep;;&syn4&b;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
355	&scorr;&sweep;;&syn4&b;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
356	&scorr;&sweep;;&syn4&b;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
357	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.943	9.031(65%)	4.912(35%)	2008	605	9
358	&scorr;&sweep;;&b -d;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2026	605	9
359	&scorr;&sweep;;&b -d;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2076	605	9
360	&scorr;&sweep;;&b -d;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2064	605	9
361	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2005	605	9
362	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2051	605	9
363	&scorr;&sweep;;&if -W 300 -x -K 6;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2057	605	9
364	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.884	9.031(66%)	4.853(34%)	1997	605	9
365	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.684	10.055(74%)	3.629(26%)	2053	605	9
366	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.675	10.055(74%)	3.620(26%)	2028	605	9
367	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2007	605	9
368	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;	14.027	8.907(64%)	5.120(36%)	2015	605	9
369	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2084	605	9
370	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2065	605	9
371	&scorr;&sweep;;&dc2;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2007	605	9
372	&scorr;&sweep;;&dc2;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2059	605	9
373	&scorr;&sweep;;&dc2;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2067	605	9
374	&scorr;&sweep;;&syn2;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.673	10.037(74%)	3.636(26%)	1990	605	9
375	&scorr;&sweep;;&syn2;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.591	8.681(64%)	4.910(36%)	2020	605	9
376	&scorr;&sweep;;&syn2;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.591	8.681(64%)	4.910(36%)	2015	605	9
377	&scorr;&sweep;;&syn3;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1968	605	9
378	&scorr;&sweep;;&syn3;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2015	605	9
379	&scorr;&sweep;;&if -W 300 -g -K 6;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.027	8.907(64%)	5.120(36%)	2029	605	9
380	&scorr;&sweep;;&syn3;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2021	605	9
381	&scorr;&sweep;;&syn4&b;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
382	&scorr;&sweep;;&syn4&b;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
383	&scorr;&sweep;;&syn4&b;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
384	&scorr;&sweep;;&b -d;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.714	9.013(66%)	4.701(34%)	1994	605	9
385	&scorr;&sweep;;&b -d;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2038	605	9
386	&scorr;&sweep;;&b -d;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2038	605	9
387	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1992	605	9
388	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	2024	605	9
389	&scorr;&sweep;;&if -W 300 -x -K 6;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	2031	605	9
390	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.865	9.031(66%)	4.834(34%)	2002	605	9
391	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1977	605	9
392	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2011	605	9
393	&scorr;&sweep;;&if -W 300 -g -K 6;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2017	605	9
394	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1992	605	9
395	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.714	9.013(66%)	4.701(34%)	2037	605	9
396	&scorr;&sweep;;&if -W 300 -y -K 6;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.714	9.013(66%)	4.701(34%)	2037	605	9
397	&scorr;&sweep;;&dc2;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2009	605	9
398	&scorr;&sweep;;&dc2;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2049	605	9
399	&scorr;&sweep;;&dc2;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2075	605	9
400	&scorr;&sweep;;&syn2;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1985	605	9
401	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&dch;&if -W 300 -K 6 -v;&mfs;	14.345	9.172(64%)	5.173(36%)	1999	605	9
402	&scorr;&sweep;;&syn2;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2008	605	9
403	&scorr;&sweep;;&syn2;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2032	605	9
404	&scorr;&sweep;;&syn3;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1982	605	9
405	&scorr;&sweep;;&syn3;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	2007	605	9
406	&scorr;&sweep;;&syn3;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.664	10.037(74%)	3.627(26%)	2017	605	9
407	&scorr;&sweep;;&syn4&b;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
408	&scorr;&sweep;;&syn4&b;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
409	&scorr;&sweep;;&syn4&b;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
410	&scorr;&sweep;;&b -d;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	1986	605	9
411	&scorr;&sweep;;&b -d;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2012	605	9
412	&scorr;&sweep;;&if -W 300 -y -K 6;&dc2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.799	9.172(62%)	5.627(38%)	2014	605	9
413	&scorr;&sweep;;&b -d;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.673	10.037(74%)	3.636(26%)	2017	605	9
414	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1989	605	9
415	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	2019	605	9
416	&scorr;&sweep;;&if -W 300 -x -K 6;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.598	8.681(64%)	4.917(36%)	2021	605	9
417	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	1964	605	9
418	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1999	605	9
419	&scorr;&sweep;;&if -W 300 -g -K 6;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	2004	605	9
420	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1974	605	9
421	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2004	605	9
422	&scorr;&sweep;;&if -W 300 -y -K 6;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2021	605	9
423	&scorr;&sweep;;&dc2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2007	605	9
424	&scorr;&sweep;;&dc2;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
425	&scorr;&sweep;;&dc2;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
426	&scorr;&sweep;;&dc2;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
427	&scorr;&sweep;;&syn2;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
428	&scorr;&sweep;;&syn2;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
429	&scorr;&sweep;;&syn2;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
430	&scorr;&sweep;;&syn3;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
431	&scorr;&sweep;;&syn3;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
432	&scorr;&sweep;;&syn3;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
433	&scorr;&sweep;;&syn4&b;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
434	&scorr;&sweep;;&dc2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2084	605	9
435	&scorr;&sweep;;&syn4&b;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
436	&scorr;&sweep;;&syn4&b;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
437	&scorr;&sweep;;&b -d;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
438	&scorr;&sweep;;&b -d;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
439	&scorr;&sweep;;&b -d;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
440	&scorr;&sweep;;&if -W 300 -x -K 6;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
441	&scorr;&sweep;;&if -W 300 -x -K 6;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
442	&scorr;&sweep;;&if -W 300 -x -K 6;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
443	&scorr;&sweep;;&if -W 300 -g -K 6;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
444	&scorr;&sweep;;&if -W 300 -g -K 6;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
445	&scorr;&sweep;;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.116	8.575(61%)	5.541(39%)	2024	605	9
446	&scorr;&sweep;;&dc2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2065	605	9
447	&scorr;&sweep;;&if -W 300 -g -K 6;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
448	&scorr;&sweep;;&if -W 300 -y -K 6;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
449	&scorr;&sweep;;&if -W 300 -y -K 6;&syn4&b;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
450	&scorr;&sweep;;&if -W 300 -y -K 6;&syn4&b;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
451	&scorr;&sweep;;&dc2;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2005	605	9
452	&scorr;&sweep;;&dc2;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2082	605	9
453	&scorr;&sweep;;&dc2;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2061	605	9
454	&scorr;&sweep;;&syn2;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.662	10.037(74%)	3.625(26%)	1990	605	9
455	&scorr;&sweep;;&syn2;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.670	10.037(74%)	3.633(26%)	2042	605	9
456	&scorr;&sweep;;&syn2;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.164	8.805(63%)	5.359(37%)	2033	605	9
457	&scorr;&sweep;;&syn2;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1992	605	9
458	&scorr;&sweep;;&syn3;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.608	8.681(64%)	4.927(36%)	1972	605	9
459	&scorr;&sweep;;&syn3;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2006	605	9
460	&scorr;&sweep;;&syn3;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2006	605	9
461	&scorr;&sweep;;&syn4&b;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
462	&scorr;&sweep;;&syn4&b;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
463	&scorr;&sweep;;&syn4&b;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
464	&scorr;&sweep;;&b -d;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	1997	605	9
465	&scorr;&sweep;;&b -d;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	14.155	8.557(61%)	5.598(39%)	2023	605	9
466	&scorr;&sweep;;&b -d;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	14.135	8.557(61%)	5.578(39%)	2029	605	9
467	&scorr;&sweep;;&if -W 300 -x -K 6;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	1992	605	9
468	&scorr;&sweep;;&syn2;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.714	9.013(66%)	4.701(34%)	2037	605	9
469	&scorr;&sweep;;&if -W 300 -x -K 6;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.664	10.037(74%)	3.627(26%)	2021	605	9
470	&scorr;&sweep;;&if -W 300 -x -K 6;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	2016	605	9
471	&scorr;&sweep;;&if -W 300 -g -K 6;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.664	10.037(74%)	3.627(26%)	1971	605	9
472	&scorr;&sweep;;&if -W 300 -g -K 6;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2009	605	9
473	&scorr;&sweep;;&if -W 300 -g -K 6;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.661	10.037(74%)	3.624(26%)	2004	605	9
474	&scorr;&sweep;;&if -W 300 -y -K 6;&b -d;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	1996	605	9
475	&scorr;&sweep;;&if -W 300 -y -K 6;&b -d;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.995	8.557(62%)	5.438(38%)	2023	605	9
476	&scorr;&sweep;;&if -W 300 -y -K 6;&b -d;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2026	605	9
477	&scorr;&sweep;;&dc2;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	14.287	9.172(65%)	5.115(35%)	2023	605	9
478	&scorr;&sweep;;&dc2;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	14.355	9.172(64%)	5.183(36%)	2063	605	9
479	&scorr;&sweep;;&syn2;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.714	9.013(66%)	4.701(34%)	2037	605	9
480	&scorr;&sweep;;&dc2;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.671	10.037(74%)	3.634(26%)	2065	605	9
481	&scorr;&sweep;;&syn2;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.600	8.681(64%)	4.919(36%)	1987	605	9
482	&scorr;&sweep;;&syn2;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.661	10.037(74%)	3.624(26%)	2032	605	9
483	&scorr;&sweep;;&syn2;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.661	10.037(74%)	3.624(26%)	2031	605	9
484	&scorr;&sweep;;&syn3;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	1977	605	9
485	&scorr;&sweep;;&syn3;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.673	10.037(74%)	3.636(26%)	2008	605	9
486	&scorr;&sweep;;&syn3;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2029	605	9
487	&scorr;&sweep;;&syn4&b;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
488	&scorr;&sweep;;&syn4&b;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
489	&scorr;&sweep;;&syn4&b;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
490	&scorr;&sweep;;&syn3;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.663	10.037(74%)	3.626(26%)	1974	605	9
491	&scorr;&sweep;;&b -d;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;	13.665	10.037(74%)	3.628(26%)	1995	605	9
492	&scorr;&sweep;;&b -d;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
493	&scorr;&sweep;;&b -d;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
494	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
495	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
496	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
497	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
498	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
499	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
500	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
501	&scorr;&sweep;;&syn3;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2004	605	9
502	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
503	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -x -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
504	&scorr;&sweep;;&dc2;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
505	&scorr;&sweep;;&dc2;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
506	&scorr;&sweep;;&dc2;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
507	&scorr;&sweep;;&syn2;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
508	&scorr;&sweep;;&syn2;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
509	&scorr;&sweep;;&syn2;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
510	&scorr;&sweep;;&syn3;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
511	&scorr;&sweep;;&syn3;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
512	&scorr;&sweep;;&syn3;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;	13.672	10.037(74%)	3.635(26%)	2021	605	9
513	&scorr;&sweep;;&syn3;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
514	&scorr;&sweep;;&syn4&b;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
515	&scorr;&sweep;;&syn4&b;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
516	&scorr;&sweep;;&syn4&b;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
517	&scorr;&sweep;;&b -d;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
518	&scorr;&sweep;;&b -d;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
519	&scorr;&sweep;;&b -d;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
520	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
521	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
522	&scorr;&sweep;;&if -W 300 -x -K 6;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
523	&scorr;&sweep;;&syn4&b;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
524	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
525	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
526	&scorr;&sweep;;&if -W 300 -g -K 6;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
527	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&syn2;&synch2;&if -W 300 -K 6 -v;&mfs;						
528	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&syn2;&dch;&if -W 300 -K 6 -v;&mfs;						
529	&scorr;&sweep;;&if -W 300 -y -K 6;&if -W 300 -g -K 6;&syn2;&dch -f;&if -W 300 -K 6 -v;&mfs;						
